list_date,list_price,sold_date,sold_price,beds,baths,sqft,lot_sqft,city,street,zip,latitude,longitude,days_on_market,price_per_sqft,beds_baths_ratio,month_listed,year_listed
2025-04-09,199900.0,2025-05-22,209500,1.0,1.0,823.0,4966.0,Saint Paul,408 Erie St,55102,44.929059,-93.121644,43,242.89185905224787,0.5,4,2025
2025-02-13,599900.0,2025-03-17,616500,4.0,2.5,2504.0,5968.0,Saint Paul,1168 Laurel Ave,55104,44.944722,-93.149593,32,239.57667731629394,1.1428571428571428,2,2025
2025-03-10,599900.0,2025-04-14,570000,7.0,3.0,4195.0,16553.0,Saint Paul,2376 Bayless Pl,55114,44.968265,-93.201,35,143.00357568533968,1.75,3,2025
2025-04-23,250000.0,2025-05-27,270000,3.0,1.0,1067.0,5009.0,Saint Paul,1259 Hubbard Ave,55104,44.965922,-93.153301,34,234.30178069353326,1.5,4,2025
2025-02-28,324900.0,2025-05-29,324900,2.0,2.0,1399.0,5837.0,Saint Paul,1952 Field Ave,55116,44.902205,-93.182741,90,232.2373123659757,0.6666666666666666,2,2025
2025-04-28,575000.0,2025-05-29,610000,3.0,2.0,1849.0,4966.0,Saint Paul,880 Osceola Ave,55105,44.935446,-93.137367,31,310.97890751757706,1.0,4,2025
2025-04-21,225000.0,2025-05-29,228500,3.0,1.0,1651.0,6273.0,Saint Paul,1680 Westminster St,55130,44.991658,-93.085934,38,136.28104179285282,1.5,4,2025
2025-04-08,525000.0,2025-05-15,525000,4.0,1.5,2574.0,5968.0,Saint Paul,1688 Laurel Ave,55104,44.944729,-93.171684,37,203.96270396270396,1.6,4,2025
2025-02-12,240000.0,2025-05-16,245500,3.0,2.0,1216.0,4966.0,Saint Paul,873 Ohio St,55107,44.919994,-93.097914,93,197.3684210526316,1.0,2,2025
2025-04-04,199900.0,2025-05-19,210000,3.0,1.0,1166.0,5009.0,Saint Paul,1271 Marion St,55117,44.979539,-93.110102,45,171.4408233276158,1.5,4,2025
2025-04-28,725000.0,2025-05-30,800000,4.0,1.5,2400.0,7362.0,Saint Paul,1281 Como Blvd W,55103,44.979093,-93.143988,32,302.0833333333333,1.6,4,2025
2025-04-01,343000.0,2025-05-30,348000,4.0,1.5,1408.0,4792.0,Saint Paul,709 Stewart Ave,55102,44.922505,-93.129663,59,243.60795454545453,1.6,4,2025
2025-03-04,1050000.0,2025-05-30,1050000,5.0,3.0,3400.0,6752.0,Saint Paul,2238 Riverwood Pl,55104,44.944456,-93.194709,87,308.8235294117647,1.25,3,2025
2025-04-16,219900.0,2025-05-30,224000,3.0,1.0,1152.0,8538.0,Saint Paul,1453 7th St E,55106,44.967,-93.039031,44,190.88541666666666,1.5,4,2025
2025-04-12,539900.0,2025-05-29,570006,5.0,2.0,2200.0,5053.0,Saint Paul,436 Saratoga St S,55105,44.928351,-93.164117,47,245.4090909090909,1.6666666666666667,4,2025
2025-04-07,359900.0,2025-05-30,377000,2.0,2.0,1814.0,7492.0,Saint Paul,594 Clifford St,55104,44.958493,-93.203586,53,198.4013230429989,0.6666666666666666,4,2025
2025-03-13,265000.0,2025-05-30,256000,3.0,1.5,1212.0,9801.0,Saint Paul,1797 Hyacinth Ave E,55119,44.980473,-93.024451,78,218.64686468646866,1.2,3,2025
2024-10-04,199900.0,2024-12-30,200000,3.0,1.5,1500.0,6708.0,Saint Paul,764 Edmund Ave,55104,44.958175,-93.13248,87,133.26666666666668,1.2,10,2024
2025-04-24,350000.0,2025-06-02,400000,3.0,2.0,1848.0,5271.0,Saint Paul,1511 Osceola Ave,55105,44.936357,-93.163962,39,189.3939393939394,1.0,4,2025
2024-08-01,230000.0,2025-02-03,230000,3.0,2.0,1754.0,5358.0,Saint Paul,287 Cecelia Pl,55105,44.932801,-93.155942,186,131.12884834663626,1.0,8,2024
2025-03-17,489900.0,2025-05-12,472500,3.0,1.5,1796.0,5793.0,Saint Paul,537 Cretin Ave S,55116,44.92536,-93.19282,56,272.7728285077951,1.2,3,2025
2025-04-18,314900.0,2025-05-21,331000,3.0,2.5,2064.0,4617.0,Saint Paul,577 Michigan St,55102,44.93528,-93.123992,33,152.56782945736435,0.8571428571428571,4,2025
2024-05-15,1250000.0,2025-02-28,1200000,4.0,3.5,3766.0,18731.0,Saint Paul,1335 Beechwood Pl,55116,44.915441,-93.15643,289,331.91715347849174,0.8888888888888888,5,2024
2025-02-04,288000.0,2025-03-03,353000,3.0,2.0,1283.0,4966.0,Saint Paul,1757 Englewood Ave,55104,44.964358,-93.174478,27,224.4738893219018,1.0,2,2025
2024-09-06,199000.0,2024-12-27,200000,3.0,1.0,1008.0,3049.0,Saint Paul,806 Agate St,55117,44.965511,-93.093761,112,197.4206349206349,1.5,9,2024
2025-01-27,275000.0,2025-03-03,300000,2.0,1.5,1252.0,6360.0,Saint Paul,480 Orleans St,55107,44.931222,-93.09969,35,219.6485623003195,0.8,1,2025
2025-01-18,300000.0,2025-02-24,290000,3.0,2.0,1504.0,10324.0,Saint Paul,1047 Breen St,55106,44.973039,-93.027041,37,199.46808510638297,1.0,1,2025
2024-10-15,349000.0,2024-12-06,355000,4.0,1.5,2002.0,8102.0,Saint Paul,1547 Hoyt Ave E,55106,44.988643,-93.034986,52,174.32567432567433,1.6,10,2024
2025-03-10,569900.0,2025-04-28,595000,5.0,3.5,2655.0,6186.0,Saint Paul,1766 Sheridan Ave,55116,44.901405,-93.175245,49,214.65160075329567,1.1111111111111112,3,2025
2024-10-23,625000.0,2024-12-12,630000,4.0,2.5,2415.0,7405.0,Saint Paul,297 Saratoga St S,55105,44.932581,-93.164836,50,258.7991718426501,1.1428571428571428,10,2024
2025-02-25,314900.0,2025-04-23,333000,4.0,2.0,1734.0,8102.0,Saint Paul,753 Hall Ave,55107,44.923373,-93.087018,57,181.60322952710496,1.3333333333333333,2,2025
2025-01-09,255000.0,2025-03-18,253000,3.0,1.0,1140.0,5079.0,Saint Paul,1605 Reaney Ave,55106,44.964202,-93.032609,68,223.68421052631578,1.5,1,2025
2025-02-18,485000.0,2025-03-26,500000,4.0,2.0,2302.0,9191.0,Saint Paul,914 Arlington Ave W,55117,44.984322,-93.139046,36,210.6863596872285,1.3333333333333333,2,2025
2025-01-09,219900.0,2025-02-28,219900,2.0,2.0,1408.0,7492.0,Saint Paul,740 Bidwell St,55107,44.923767,-93.090548,50,156.17897727272728,0.6666666666666666,1,2025
2024-09-25,524900.0,2024-12-13,525000,3.0,3.0,2969.0,6273.0,Saint Paul,1828 Montreal Ave,55116,44.91224,-93.177657,79,176.79353317615357,0.75,9,2024
2024-11-15,324999.0,2025-03-11,321000,3.0,1.5,1600.0,7187.0,Saint Paul,2218 Upper Afton Rd E,55119,44.940774,-93.00661,116,203.124375,1.2,11,2024
2025-01-01,275000.0,2025-02-10,276000,3.0,2.0,1676.0,4530.0,Saint Paul,1027 Conway St,55106,44.956105,-93.057127,40,164.08114558472553,1.0,1,2025
2024-09-04,475000.0,2024-12-06,460000,4.0,3.0,1848.0,5532.0,Saint Paul,2169 Watson Ave,55116,44.924673,-93.191885,93,257.034632034632,1.0,9,2024
2025-01-13,280000.0,2025-02-07,280000,4.0,2.0,1606.0,9148.0,Saint Paul,1479 Winthrop St N,55119,44.985749,-93.010495,25,174.34620174346202,1.3333333333333333,1,2025
2025-01-11,225000.0,2025-02-18,225000,3.0,2.0,1354.0,5401.0,Saint Paul,1267 4th St E,55106,44.958847,-93.046924,38,166.17429837518463,1.0,1,2025
2025-02-12,345000.0,2025-03-24,335000,3.0,2.0,1824.0,5968.0,Saint Paul,1868 Wilson Ave,55119,44.953846,-93.02136,40,189.14473684210526,1.0,2,2025
2025-03-12,245000.0,2025-04-18,285000,3.0,2.0,1511.0,4879.0,Saint Paul,1079 Rose Ave E,55106,44.97689,-93.054873,37,162.14427531436135,1.0,3,2025
2025-03-11,260000.0,2025-04-18,258000,2.0,1.0,1085.0,8973.0,Saint Paul,2056 Nokomis Ave,55119,44.966266,-93.014099,38,239.63133640552996,1.0,3,2025
2025-01-23,357500.0,2025-03-18,362500,3.0,1.0,1512.0,4966.0,Saint Paul,1261 Watson Ave,55116,44.924492,-93.153471,54,236.44179894179894,1.5,1,2025
2024-11-07,325000.0,2024-12-06,316000,3.0,2.0,1260.0,5053.0,Saint Paul,1624 Hartford Ave,55116,44.923111,-93.168915,29,257.93650793650795,1.0,11,2024
2024-04-12,1275000.0,2025-01-17,1265000,6.0,5.5,7910.0,10759.0,Saint Paul,485 Summit Ave,55102,44.941659,-93.120488,280,161.18836915297092,0.9230769230769231,4,2024
2025-03-01,199900.0,2025-04-01,210000,2.0,1.0,850.0,4879.0,Saint Paul,1783 Ames Ave,55119,44.972354,-93.024964,31,235.1764705882353,1.0,3,2025
2025-03-20,379900.0,2025-04-25,400000,3.0,1.5,1151.0,6200.0,Saint Paul,1243 Randolph Ave,55105,44.927213,-93.152704,36,330.06081668114683,1.2,3,2025
2025-02-12,279900.0,2025-03-14,277000,4.0,1.0,1560.0,12415.0,Saint Paul,565 Hazel St N,55119,44.958344,-93.020781,30,179.42307692307693,2.0,2,2025
2024-11-15,240000.0,2025-01-21,244000,3.0,2.0,980.0,5140.0,Saint Paul,1915 4th St E,55119,44.958822,-93.019431,67,244.89795918367346,1.0,11,2024
2025-02-21,235000.0,2025-03-25,230000,4.0,2.0,1969.0,6011.0,Saint Paul,422 Minnehaha Ave E,55130,44.962739,-93.082782,32,119.34992381919756,1.3333333333333333,2,2025
2024-11-16,219900.0,2025-02-07,210000,2.0,1.0,1701.0,4792.0,Saint Paul,1191 Maryland Ave E,55106,44.977799,-93.05007,83,129.2768959435626,1.0,11,2024
2025-02-21,297997.0,2025-04-03,305000,4.0,2.0,1800.0,5053.0,Saint Paul,900 Palace Ave,55102,44.928415,-93.138159,41,165.55388888888888,1.3333333333333333,2,2025
2025-01-17,220000.0,2025-02-28,217000,4.0,2.0,1434.0,4792.0,Saint Paul,1222 Minnehaha Ave E,55106,44.962834,-93.049063,42,153.41701534170153,1.3333333333333333,1,2025
2024-09-20,259900.0,2025-02-03,287000,3.0,1.0,1428.0,4792.0,Saint Paul,115 Winifred St W,55107,44.931618,-93.090538,136,182.00280112044817,1.5,9,2024
2025-02-04,260000.0,2025-03-03,286000,2.0,2.0,1271.0,4792.0,Saint Paul,1354 Blair Ave,55104,44.96087,-93.157474,27,204.5633359559402,0.6666666666666666,2,2025
2025-01-10,145000.0,2025-03-07,145000,2.0,1.0,1002.0,4835.0,Saint Paul,355 Burgess St,55117,44.968644,-93.115053,56,144.71057884231536,1.0,1,2025
2025-01-28,359900.0,2025-04-14,359150,3.0,2.0,1420.0,4966.0,Saint Paul,1422 Juliet Ave,55105,44.92944,-93.16035,76,253.45070422535213,1.0,1,2025
2024-01-27,1294349.0,2025-02-28,1269421,5.0,3.5,3547.0,7405.0,Saint Paul,2103 Juliet Ave,55105,44.930033,-93.189158,398,364.9137299126022,1.1111111111111112,1,2024
2024-09-08,164900.0,2024-12-27,165000,4.0,2.0,1742.0,6926.0,Saint Paul,1011 Minnehaha Ave E,55106,44.963315,-93.057829,110,94.66130884041331,1.3333333333333333,9,2024
2024-11-02,269000.0,2024-12-16,275000,3.0,1.0,1250.0,4922.0,Saint Paul,1266 Lafond Ave,55104,44.959984,-93.153617,44,215.2,1.5,11,2024
2025-03-11,1225000.0,2025-04-04,1355000,5.0,3.5,4368.0,9583.0,Saint Paul,501 Mount Curve Blvd,55116,44.92632,-93.195505,24,280.44871794871796,1.1111111111111112,3,2025
2025-02-17,325000.0,2025-04-04,344100,2.0,1.5,1360.0,4356.0,Saint Paul,1185 Randolph Ave,55105,44.927256,-93.149888,46,238.97058823529412,0.8,2,2025
2025-03-26,349900.0,2025-04-30,375000,3.0,2.0,1344.0,4835.0,Saint Paul,970 Carroll Ave,55104,44.950059,-93.141055,35,260.3422619047619,1.0,3,2025
2025-02-05,385000.0,2025-03-14,385000,3.0,1.0,1248.0,5227.0,Saint Paul,1809 Stanford Ave,55105,44.932729,-93.176668,37,308.4935897435897,1.5,2,2025
2025-01-15,224990.0,2025-02-13,234900,3.0,1.5,1380.0,4879.0,Saint Paul,1132 Beech St,55106,44.961915,-93.052513,29,163.03623188405797,1.2,1,2025
2025-01-02,254900.0,2025-02-21,250000,3.0,1.0,1059.0,6098.0,Saint Paul,1941 Hawthorne Ave E,55119,44.978663,-93.018477,50,240.69877242681775,1.5,1,2025
2024-09-18,499900.0,2024-12-20,500000,5.0,3.0,2000.0,5968.0,Saint Paul,1930 Grand Ave,55105,44.939785,-93.181825,93,249.95,1.25,9,2024
2025-01-24,229900.0,2025-02-21,250000,3.0,2.0,1410.0,6578.0,Saint Paul,268 Thomas Ave,55103,44.959119,-93.111393,28,163.04964539007094,1.0,1,2025
2025-01-02,295000.0,2025-02-19,295000,3.0,2.0,1482.0,6534.0,Saint Paul,1504 Fremont Ave,55106,44.957445,-93.03681,48,199.055330634278,1.0,1,2025
2024-07-18,849900.0,2024-12-23,780000,5.0,3.5,3806.0,9365.0,Saint Paul,787 Ridge St,55116,44.917469,-93.15337,158,223.30530740935365,1.1111111111111112,7,2024
2024-10-17,260000.0,2025-01-03,249000,3.0,2.0,1222.0,12763.0,Saint Paul,212 Acker St E,55117,44.963979,-93.091595,78,212.7659574468085,1.0,10,2024
2024-07-11,349900.0,2025-03-11,345000,3.0,2.0,1638.0,3964.0,Saint Paul,62 Pascal St S,55105,44.939606,-93.16163,243,213.6141636141636,1.0,7,2024
2025-02-12,440000.0,2025-03-21,460000,3.0,2.5,2140.0,5968.0,Saint Paul,1447 Portland Ave,55104,44.94319,-93.161235,37,205.60747663551402,0.8571428571428571,2,2025
2024-10-25,260000.0,2025-01-24,262250,2.0,2.0,1447.0,4966.0,Saint Paul,1886 Orange Ave E,55119,44.979049,-93.020854,91,179.6821008984105,0.6666666666666666,10,2024
2024-08-15,345000.0,2024-12-20,335000,4.0,1.5,1830.0,5097.0,Saint Paul,1612 Alameda St,55117,44.989781,-93.129589,127,188.52459016393442,1.6,8,2024
2024-12-07,360000.0,2025-02-03,350000,3.0,2.0,1584.0,5602.0,Saint Paul,1822 Chelton Ave W,55104,44.964492,-93.177595,58,227.27272727272728,1.0,12,2024
2024-11-01,449900.0,2024-12-17,445000,3.0,2.0,1780.0,4966.0,Saint Paul,1727 Eleanor Ave,55116,44.920916,-93.173307,46,252.75280898876406,1.0,11,2024
2024-12-06,224900.0,2025-01-17,240000,3.0,1.5,1064.0,5663.0,Saint Paul,341 Rose Ave E,55130,44.976682,-93.085994,42,211.37218045112783,1.2,12,2024
2025-02-10,345000.0,2025-04-18,350000,4.0,1.5,1950.0,4574.0,Saint Paul,1040 Desoto St,55130,44.972537,-93.0808,67,176.92307692307693,1.6,2,2025
2025-02-05,325000.0,2025-03-11,325000,3.0,2.0,1398.0,5750.0,Saint Paul,679 California Ave W,55117,44.991128,-93.128643,34,232.4749642346209,1.0,2,2025
2025-01-24,300000.0,2025-03-05,320000,3.0,2.0,1604.0,10803.0,Saint Paul,1610 Payne Ave N,55130,44.989769,-93.073323,40,187.03241895261846,1.0,1,2025
2024-12-01,324900.0,2025-03-07,324900,3.0,1.5,2185.0,6055.0,Saint Paul,621-625 Minnehaha Ave E,55130,44.963263,-93.074313,96,148.69565217391303,1.2,12,2024
2025-01-07,475000.0,2025-02-03,517500,3.0,2.0,1685.0,5184.0,Saint Paul,1374 Berkeley Ave,55105,44.933059,-93.158296,27,281.8991097922849,1.0,1,2025
2025-02-26,425000.0,2025-04-25,400000,4.0,1.5,1776.0,5968.0,Saint Paul,1607 Ashland Ave,55104,44.944258,-93.168134,58,239.30180180180182,1.6,2,2025
2025-03-31,399500.0,2025-04-30,425750,3.0,2.0,1339.0,5227.0,Saint Paul,1738 Palace Ave,55105,44.928572,-93.173699,30,298.3569828230022,1.0,3,2025
2024-12-20,175000.0,2025-01-08,168965,3.0,1.0,1152.0,1307.0,Saint Paul,665 Dale St N,55103,44.961408,-93.126591,19,151.90972222222223,1.5,12,2024
2024-10-18,181250.0,2024-12-21,181545,2.0,1.0,730.0,4530.0,Saint Paul,1793 Arlington Ave E,55119,44.984982,-93.024469,64,248.2876712328767,1.0,10,2024
2025-03-11,194900.0,2025-04-30,194900,3.0,1.0,1221.0,4530.0,Saint Paul,1014 Fremont Ave,55106,44.9574,-93.057714,50,159.62325962325963,1.5,3,2025
2025-03-20,525000.0,2025-04-30,560000,3.0,2.5,1917.0,5358.0,Saint Paul,277 Cecelia Pl,55105,44.933031,-93.155942,41,273.86541471048514,0.8571428571428571,3,2025
2025-02-17,230000.0,2025-03-27,240000,3.0,1.0,1534.0,10019.0,Saint Paul,1946 Nortonia Ave,55119,44.964342,-93.018325,38,149.9348109517601,1.5,2,2025
2025-03-26,225000.0,2025-05-02,238000,2.0,1.0,870.0,3790.0,Saint Paul,1540 Iglehart Ave,55104,44.94911,-93.165175,37,258.62068965517244,1.0,3,2025
2025-03-14,500000.0,2025-04-18,500000,4.0,3.0,2250.0,7405.0,Saint Paul,618 Brimhall St,55116,44.922853,-93.165363,35,222.22222222222223,1.0,3,2025
2024-09-12,299900.0,2024-12-31,295900,3.0,1.0,1632.0,5489.0,Saint Paul,1121 Suburban Ave,55106,44.949843,-93.052951,110,183.76225490196077,1.5,9,2024
2024-12-05,239900.0,2025-03-04,232400,3.0,1.0,967.0,5184.0,Saint Paul,1394 Furness Pkwy,55119,44.983271,-93.01633,89,248.08686659772493,1.5,12,2024
2025-02-26,320000.0,2025-04-24,320000,3.0,1.5,1330.0,6490.0,Saint Paul,562 Ohio St,55107,44.929151,-93.097379,57,240.6015037593985,1.2,2,2025
2025-03-11,415000.0,2025-04-07,425000,3.0,3.0,1841.0,5184.0,Saint Paul,1569 Fernwood St,55108,44.988638,-93.151772,27,225.42096686583378,0.75,3,2025
2024-09-30,384900.0,2024-12-04,390000,2.0,2.0,1537.0,5663.0,Saint Paul,1721 Dayton Ave,55104,44.947657,-93.172971,65,250.42290175666884,0.6666666666666666,9,2024
2024-12-05,385000.0,2025-01-31,370000,4.0,2.0,2000.0,4966.0,Saint Paul,719 Case Ave,55106,44.970527,-93.07021,57,192.5,1.3333333333333333,12,2024
2024-11-30,600000.0,2025-02-14,685000,4.0,3.0,2039.0,4879.0,Saint Paul,2096 Goodrich Ave,55105,44.937699,-93.188966,76,294.2618930848455,1.0,11,2024
2024-10-21,144900.0,2025-03-03,135000,1.0,1.0,546.0,4922.0,Saint Paul,1684 Hyacinth Ave E,55106,44.979968,-93.029246,133,265.38461538461536,0.5,10,2024
2025-02-14,259900.0,2025-03-20,269000,2.0,1.0,809.0,34848.0,Saint Paul,2023 Magnolia Ave E,55119,44.973677,-93.014972,34,321.2608158220025,1.0,2,2025
2024-11-21,200000.0,2024-12-20,202000,2.0,1.0,1310.0,5227.0,Saint Paul,2190 Bush Ave E,55119,44.964604,-93.00838,29,152.67175572519085,1.0,11,2024
2024-10-29,399900.0,2025-01-30,391500,3.0,1.0,1428.0,8276.0,Saint Paul,6 Norbert Pl,55116,44.906395,-93.181764,93,280.0420168067227,1.5,10,2024
2024-11-15,340000.0,2025-01-30,330000,4.0,1.0,1615.0,4269.0,Saint Paul,32 Wheeler St S,55105,44.940409,-93.173939,76,210.52631578947367,2.0,11,2024
2024-10-04,279900.0,2024-12-12,279900,3.0,1.5,1823.0,4966.0,Saint Paul,1862 3rd St E,55119,44.956493,-93.021713,69,153.53812397147558,1.2,10,2024
2025-02-07,318000.0,2025-02-07,318000,2.0,2.0,1408.0,5663.0,Saint Paul,1460 Eleanor Ave,55116,44.920384,-93.162137,0,225.85227272727272,0.6666666666666666,2,2025
2024-11-24,275000.0,2025-04-14,286000,4.0,2.0,1996.0,3964.0,Saint Paul,1252 Albemarle St,55117,44.978855,-93.106847,141,137.77555110220442,1.3333333333333333,11,2024
2025-01-23,709900.0,2025-02-21,700000,4.0,3.0,2864.0,5009.0,Saint Paul,2096 Berkeley Ave,55105,44.933162,-93.188966,29,247.87011173184356,1.0,1,2025
2025-02-11,275000.0,2025-03-14,300000,3.0,2.0,1600.0,7200.0,Saint Paul,32 Morningside Dr,55119,44.940167,-93.008445,31,171.875,1.0,2,2025
2024-12-10,465000.0,2025-03-07,480000,3.0,1.5,1717.0,8364.0,Saint Paul,1801 Saunders Ave,55116,44.914595,-93.176201,87,270.8211997670355,1.2,12,2024
2024-12-13,214000.0,2025-02-24,205000,3.0,1.0,1000.0,4835.0,Saint Paul,705 Magnolia Ave E,55106,44.974126,-93.070629,73,214.0,1.5,12,2024
2024-10-21,580000.0,2024-12-13,625000,3.0,2.0,2229.0,7405.0,Saint Paul,1695 Hillcrest Ave,55116,44.917294,-93.171884,53,260.2063705697622,1.0,10,2024
2025-01-27,549900.0,2025-02-27,622000,4.0,2.0,2358.0,6970.0,Saint Paul,1677 Bohland Ave,55116,44.916403,-93.17119,31,233.206106870229,1.3333333333333333,1,2025
2025-02-07,400000.0,2025-03-12,410000,3.0,1.5,1433.0,5358.0,Saint Paul,371 Hamline Ave S,55105,44.930184,-93.157196,33,279.13468248429865,1.2,2,2025
2024-12-21,435000.0,2025-02-04,440000,4.0,2.5,2196.0,9583.0,Saint Paul,1454 Almond Ave,55108,44.978914,-93.161439,45,198.08743169398906,1.1428571428571428,12,2024
2025-02-07,232000.0,2025-04-04,232000,3.0,1.0,1264.0,4922.0,Saint Paul,543 Charles Ave,55103,44.957812,-93.122991,56,183.54430379746836,1.5,2,2025
2025-01-23,395000.0,2025-02-25,405000,3.0,3.0,2005.0,5663.0,Saint Paul,2079 Bayard Ave,55116,44.922775,-93.188211,33,197.0074812967581,0.75,1,2025
2024-11-21,585000.0,2025-02-21,575000,4.0,2.5,2127.0,6229.0,Saint Paul,438 Otis Ave,55104,44.953455,-93.201387,92,275.03526093088857,1.1428571428571428,11,2024
2025-02-28,535900.0,2025-04-18,535000,7.0,2.5,3834.0,8973.0,Saint Paul,990 Ashland Ave,55104,44.94364,-93.142145,49,139.7756911841419,2.0,2,2025
2025-03-11,275000.0,2025-04-30,262000,2.0,2.0,1160.0,5401.0,Saint Paul,2091 Waukon Ave,55119,44.965506,-93.012122,50,237.06896551724137,0.6666666666666666,3,2025
2024-11-20,600000.0,2025-04-22,575000,3.0,3.0,2066.0,10890.0,Saint Paul,2019 Ramlow Pl,55116,44.905511,-93.185581,153,290.4162633107454,0.75,11,2024
2025-01-21,294999.0,2025-03-20,310000,4.0,1.0,1800.0,4835.0,Saint Paul,861 Hawthorne Ave E,55106,44.97868,-93.064236,58,163.88833333333332,2.0,1,2025
2024-11-15,375000.0,2025-01-16,375000,3.0,1.5,2086.0,4400.0,Saint Paul,382 Maple St,55106,44.958857,-93.06897,62,179.76989453499522,1.2,11,2024
2024-10-31,242000.0,2024-12-09,240000,3.0,1.0,1591.0,5702.0,Saint Paul,1267 Galtier St,55117,44.979456,-93.111388,39,152.10559396605908,1.5,10,2024
2024-11-21,439900.0,2025-04-04,432000,3.0,2.0,1532.0,12197.0,Saint Paul,1764 Hampshire Ave,55116,44.910428,-93.174722,134,287.14099216710184,1.0,11,2024
2025-04-04,250000.0,2025-04-18,285000,3.0,1.0,1191.0,4356.0,Saint Paul,829 Manomin Ave,55107,44.92111,-93.100957,14,209.90764063811923,1.5,4,2025
2025-04-02,350000.0,2025-05-02,360000,3.0,2.0,1893.0,6882.0,Saint Paul,914 Hoyt Ave W,55117,44.988015,-93.1388,30,184.89170628631803,1.0,4,2025
2025-03-18,340000.0,2025-04-28,340000,3.0,2.0,1822.0,4661.0,Saint Paul,796 Lexington Pkwy N,55104,44.965385,-93.146063,41,186.60812294182216,1.0,3,2025
2025-03-19,345000.0,2025-04-15,380000,3.0,1.0,1032.0,5619.0,Saint Paul,1431 Scheffer Ave,55116,44.921791,-93.160707,27,334.30232558139534,1.5,3,2025
2024-09-27,349900.0,2024-12-17,343000,3.0,2.5,2326.0,9017.0,Saint Paul,1836 Woodcrest Dr,55119,44.94536,-93.0228,81,150.4299226139295,0.8571428571428571,9,2024
2025-03-17,875000.0,2025-05-12,875000,3.0,3.5,3460.0,11979.0,Saint Paul,1456 Edgcumbe Rd,55116,44.92095,-93.149643,56,252.89017341040463,0.6666666666666666,3,2025
2025-04-07,325000.0,2025-05-29,349000,3.0,2.0,1050.0,6351.0,Saint Paul,1630 Fernwood St,55108,44.99046,-93.151012,52,309.5238095238095,1.0,4,2025
2025-04-29,397500.0,2025-05-13,430000,3.0,1.0,1419.0,6447.0,Saint Paul,1026 Saint Paul Ave,55116,44.910957,-93.183199,14,280.12684989429175,1.5,4,2025
2024-07-18,775000.0,2025-05-05,750000,6.0,2.5,4800.0,8668.0,Saint Paul,1830 Dayton Ave,55104,44.946944,-93.177643,291,161.45833333333334,1.7142857142857142,7,2024
2024-11-05,365000.0,2024-12-13,360000,3.0,2.0,1644.0,7928.0,Saint Paul,974 Burns Ave,55106,44.948468,-93.059417,38,222.01946472019463,1.0,11,2024
2025-03-31,250000.0,2025-05-05,301000,2.0,1.0,960.0,4966.0,Saint Paul,1151 Van Buren Ave,55104,44.962341,-93.148771,35,260.4166666666667,1.0,3,2025
2025-02-19,265000.0,2025-05-08,265000,3.0,1.0,1572.0,4922.0,Saint Paul,1539 Cumberland St,55117,44.987508,-93.117644,78,168.57506361323155,1.5,2,2025
2025-02-11,311300.0,2025-03-13,311300,3.0,1.0,1133.0,4792.0,Saint Paul,1765 Van Buren Ave,55104,44.962231,-93.175016,30,274.75728155339806,1.5,2,2025
2024-12-10,215000.0,2025-02-27,195000,2.0,1.0,1128.0,4356.0,Saint Paul,1260 7th St E,55106,44.966463,-93.047286,79,190.60283687943263,1.0,12,2024
2025-03-19,299900.0,2025-04-30,300000,4.0,2.0,1644.0,4879.0,Saint Paul,1787 Orange Ave E,55119,44.979572,-93.024769,42,182.42092457420924,1.3333333333333333,3,2025
2024-10-29,325000.0,2024-12-23,325000,3.0,2.0,1838.0,8407.0,Saint Paul,2030 Larpenteur Ave E,55109,44.991696,-93.014576,55,176.82263329706203,1.0,10,2024
2025-03-28,549900.0,2025-04-22,610000,4.0,3.5,2662.0,5053.0,Saint Paul,935 Palace Ave,55102,44.928951,-93.139643,25,206.57400450788882,0.8888888888888888,3,2025
2024-12-03,295000.0,2025-04-04,280000,4.0,2.0,1241.0,4792.0,Saint Paul,1385 White Bear Ave N,55106,44.983194,-93.025595,122,237.71152296535053,1.3333333333333333,12,2024
2024-10-03,334900.0,2024-12-18,335000,3.0,2.0,1613.0,10625.0,Saint Paul,625 Lexington Pkwy S,55116,44.922507,-93.147028,76,207.62554246745196,1.0,10,2024
2025-02-26,365000.0,2025-04-03,365000,3.0,2.0,1744.0,8494.0,Saint Paul,18 Ruth St N,55119,44.941615,-93.014618,36,209.28899082568807,1.0,2,2025
2024-11-12,295000.0,2024-12-16,292500,3.0,2.0,1648.0,6839.0,Saint Paul,402 Montana Ave E,55130,44.98704,-93.083524,34,179.00485436893203,1.0,11,2024
2025-02-07,434900.0,2025-02-28,434900,5.0,3.0,2274.0,5968.0,Saint Paul,1462 Como Ave,55108,44.977045,-93.162115,21,191.24890061565523,1.25,2,2025
2024-10-09,199900.0,2025-01-06,199900,1.0,1.0,684.0,7492.0,Saint Paul,144 Stevens St W,55107,44.92829,-93.091687,89,292.2514619883041,0.5,10,2024
2025-04-17,400000.0,2025-05-07,453000,3.0,2.0,1854.0,7500.0,Saint Paul,1340 Keston St,55108,44.981341,-93.197959,20,215.7497303128371,1.0,4,2025
2025-04-09,214900.0,2025-05-22,217000,3.0,1.5,1280.0,4792.0,Saint Paul,298 Cottage Ave W,55117,44.982551,-93.112593,43,167.890625,1.2,4,2025
